sex,age,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,c_charge_degree,type_of_assessment,start,end,event
Male,47,Caucasian,0,c2,0,0,0,1.0,M,Risk of Recidivism,2,1053,0
Male,55,African-American,0,c8,0,0,12,40.0,F,Risk of Recidivism,0,659,0
Male,63,African-American,0,c1,0,0,2,1.0,M,Risk of Recidivism,1,734,0
Male,55,Caucasian,0,c5,0,0,27,1.0,M,Risk of Recidivism,1,733,0
Male,24,Hispanic,0,c2,0,0,1,33.0,F,Risk of Recidivism,0,1010,0
Male,54,Other,0,c2,0,0,2,1.0,M,Risk of Recidivism,0,528,1
Male,26,African-American,0,c6,1,0,3,369.0,M,Risk of Recidivism,0,791,0
Male,37,Caucasian,0,c2,0,0,1,9.0,M,Risk of Recidivism,0,869,0
Male,25,African-American,0,c5,0,0,4,170.0,M,Risk of Recidivism,0,933,0
Male,34,African-American,0,c1,0,0,0,1.0,F,Risk of Recidivism,0,496,0
Male,57,Other,0,c1,0,0,0,1.0,F,Risk of Recidivism,0,889,1
Male,46,Caucasian,0,c5,0,0,2,55.0,F,Risk of Recidivism,0,982,0
Male,32,African-American,0,c9,0,1,8,1.0,F,Risk of Recidivism,0,202,0
Male,35,African-American,0,c8,0,0,4,543.0,F,Risk of Recidivism,0,96,1
Male,26,African-American,0,c5,0,0,2,1.0,F,Risk of Recidivism,21,435,0
Male,29,African-American,0,c4,0,0,2,1.0,M,Risk of Recidivism,2,1059,0
Male,53,African-American,0,c5,0,0,20,3.0,F,Risk of Recidivism,0,31,0
Male,57,Hispanic,0,c1,0,0,1,15.0,M,Risk of Recidivism,0,1117,0
Male,29,African-American,0,c10,1,0,3,119.0,F,Risk of Recidivism,0,120,0
Male,27,Caucasian,0,c2,0,0,0,1.0,F,Risk of Recidivism,43,1081,0
Male,48,Caucasian,0,c2,0,0,0,1.0,F,Risk of Recidivism,0,798,0
Male,29,Hispanic,0,c2,0,0,0,0.0,M,Risk of Recidivism,3,124,1
Male,25,Caucasian,0,c4,0,0,1,0.0,M,Risk of Recidivism,3,227,1
Male,67,Caucasian,0,c1,0,0,0,1.0,F,Risk of Recidivism,1,1063,0
Male,29,African-American,0,c5,0,1,2,0.0,M,Risk of Recidivism,0,830,1
Female,53,African-American,0,c2,0,0,3,1.0,F,Risk of Recidivism,1,1044,0
Male,23,Caucasian,0,c5,0,0,1,41.0,F,Risk of Recidivism,0,142,0
Male,49,African-American,0,c1,0,0,0,4.0,F,Risk of Recidivism,0,1110,0
Female,44,Caucasian,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,848,1
Female,55,Hispanic,0,c1,0,0,0,1.0,F,Risk of Recidivism,0,741,0
Male,46,African-American,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,809,0
Female,48,African-American,0,c6,0,0,0,1.0,F,Risk of Recidivism,9,622,1
Male,77,African-American,0,c1,0,0,1,3608.0,M,Risk of Recidivism,1,692,1
Male,54,Caucasian,0,c2,0,0,3,1.0,F,Risk of Recidivism,0,1072,0
Male,26,African-American,0,c9,0,0,15,1.0,F,Risk of Recidivism,42,800,0
Male,27,Hispanic,0,c2,0,0,1,3.0,F,Risk of Recidivism,0,287,0
Male,39,Caucasian,0,c2,0,0,2,0.0,F,Risk of Recidivism,18,868,0
Male,35,Hispanic,0,c7,0,0,13,1.0,F,Risk of Recidivism,3,877,0
Male,41,African-American,0,c3,0,0,6,1.0,F,Risk of Recidivism,5,895,1
Male,32,African-American,0,c10,0,0,1,1.0,M,Risk of Recidivism,114,900,0
Male,48,African-American,0,c6,0,0,12,333.0,M,Risk of Recidivism,0,1088,0
Male,39,Caucasian,0,c6,0,0,2,120.0,F,Risk of Recidivism,0,808,0
Male,52,African-American,0,c6,0,0,0,1.0,M,Risk of Recidivism,3,52,1
Male,56,African-American,0,c3,0,0,4,50.0,M,Risk of Recidivism,0,165,1
Female,46,Caucasian,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,937,0
Female,22,African-American,0,c7,0,0,0,2.0,F,Risk of Recidivism,0,1058,0
Male,32,Hispanic,0,c1,0,0,1,47.0,F,Risk of Recidivism,0,1122,0
Male,39,African-American,0,c4,0,0,8,1.0,F,Risk of Recidivism,39,1085,0
Male,35,African-American,0,c6,0,0,9,1.0,F,Risk of Recidivism,0,771,0
Male,26,African-American,0,c1,0,0,1,0.0,M,Risk of Recidivism,14,195,0
Male,27,African-American,0,c2,0,0,1,1.0,F,Risk of Recidivism,0,83,0
Male,27,African-American,0,c10,0,0,5,28.0,F,Risk of Recidivism,0,74,1
Female,34,Caucasian,0,c9,0,0,10,77.0,F,Risk of Recidivism,0,22,0
Male,27,African-American,0,c2,0,0,2,334.0,M,Risk of Recidivism,0,104,0
Male,27,Hispanic,0,c6,0,0,6,222.0,F,Risk of Recidivism,0,1026,1
Female,32,African-American,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,376,1
Male,43,Caucasian,0,c2,0,0,4,55.0,M,Risk of Recidivism,0,988,0
Male,52,African-American,0,c9,0,0,7,1.0,F,Risk of Recidivism,117,171,1
Male,21,African-American,0,c10,0,0,2,0.0,F,Risk of Recidivism,1,14,1
Male,21,African-American,0,c9,0,0,1,153.0,F,Risk of Recidivism,0,34,1
Male,26,Hispanic,0,c6,0,0,0,1.0,F,Risk of Recidivism,0,949,0
Male,39,Hispanic,0,c1,0,0,3,45.0,M,Risk of Recidivism,0,900,0
Male,31,African-American,0,c1,0,0,1,1.0,M,Risk of Recidivism,0,1055,0
Male,34,Caucasian,0,c5,0,0,1,1.0,M,Risk of Recidivism,0,1040,0
Male,32,African-American,0,c4,0,0,0,1.0,M,Risk of Recidivism,0,1090,0
Female,50,Caucasian,0,c3,0,0,0,4.0,M,Risk of Recidivism,0,30,1
Male,27,African-American,0,c5,0,0,1,1.0,M,Risk of Recidivism,0,326,0
Female,26,African-American,0,c3,1,0,4,1.0,F,Risk of Recidivism,1,805,0
Male,27,African-American,1,c5,0,0,4,1.0,F,Risk of Recidivism,1,75,1
Male,58,African-American,0,c1,0,0,0,2.0,M,Risk of Recidivism,0,1174,0
Male,24,African-American,0,c10,5,1,15,1.0,F,Risk of Recidivism,1,132,1
Male,50,Caucasian,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,851,0
Male,46,Hispanic,0,c1,0,0,0,1.0,F,Risk of Recidivism,0,866,0
Male,34,African-American,0,c7,0,0,10,1.0,F,Risk of Recidivism,0,1150,0
Male,56,Hispanic,0,c1,0,0,2,108.0,F,Risk of Recidivism,0,749,0
Male,26,Caucasian,0,c2,0,0,2,1.0,F,Risk of Recidivism,2,804,0
Male,31,Caucasian,0,c1,0,0,0,1.0,F,Risk of Recidivism,0,194,0
Male,39,African-American,0,c1,0,0,0,1.0,F,Risk of Recidivism,17,927,0
Female,22,African-American,0,c6,0,0,0,1.0,M,Risk of Recidivism,0,906,0
Female,25,African-American,0,c2,0,0,0,1.0,M,Risk of Recidivism,0,930,0
Female,21,African-American,0,c9,1,0,2,1.0,F,Risk of Recidivism,0,894,0
Male,20,Caucasian,0,c4,0,0,1,1.0,F,Risk of Recidivism,0,779,0
Male,54,African-American,0,c5,0,0,12,0.0,M,Risk of Recidivism,118,152,1
Female,27,African-American,0,c6,0,0,2,1.0,F,Risk of Recidivism,3,260,1
Female,55,Caucasian,0,c1,0,0,0,1.0,F,Risk of Recidivism,0,741,0
Male,24,African-American,0,c2,0,0,0,1.0,M,Risk of Recidivism,0,799,0
Male,20,African-American,0,c10,0,1,0,0.0,F,Risk of Recidivism,0,21,0
Female,34,Caucasian,0,c1,0,0,1,21.0,M,Risk of Recidivism,0,1004,0
Male,24,African-American,0,c8,0,0,0,0.0,F,Risk of Recidivism,1,1160,0
Male,42,Caucasian,0,c4,0,0,8,1.0,F,Risk of Recidivism,0,48,0
Female,40,African-American,0,c1,0,0,1,73.0,F,Risk of Recidivism,0,1031,0
Male,20,Caucasian,0,c4,0,0,0,1.0,M,Risk of Recidivism,3,791,0
Male,20,African-American,0,c4,0,0,0,1.0,M,Risk of Recidivism,0,796,1
Male,27,African-American,0,c5,0,0,5,1.0,M,Risk of Recidivism,0,1144,0
Male,20,Caucasian,0,c10,0,0,0,1.0,M,Risk of Recidivism,0,480,1
Male,20,African-American,0,c6,0,0,0,4.0,F,Risk of Recidivism,0,907,0
Male,29,African-American,0,c7,0,0,9,1.0,F,Risk of Recidivism,5,96,1
Female,24,African-American,0,c5,0,0,0,1.0,F,Risk of Recidivism,0,1084,0
Male,27,Caucasian,0,c4,0,0,0,0.0,F,Risk of Recidivism,12,163,0
Male,24,Caucasian,0,c4,0,0,0,2.0,F,Risk of Recidivism,0,1057,0
Male,31,African-American,0,c6,1,0,6,291.0,M,Risk of Recidivism,0,27,1
Female,46,African-American,0,c6,0,0,4,56.0,F,Risk of Recidivism,0,218,0
Male,53,African-American,0,c9,0,0,3,2757.0,M,Risk of Recidivism,0,262,0
Male,54,Caucasian,0,c1,0,0,0,1.0,F,Risk of Recidivism,0,874,0
Female,35,African-American,0,c6,0,0,7,1.0,F,Risk of Recidivism,1,171,1
Female,53,African-American,0,c5,0,0,0,1.0,F,Risk of Recidivism,0,828,0
Male,26,African-American,0,c4,0,0,9,1.0,M,Risk of Recidivism,1,68,1
Male,25,African-American,0,c7,0,0,6,0.0,F,Risk of Recidivism,0,22,0
Female,49,Caucasian,0,c1,0,0,0,1.0,F,Risk of Recidivism,0,1105,0
Male,57,Caucasian,0,c1,0,0,0,2.0,F,Risk of Recidivism,0,1127,0
Female,34,Other,0,c2,0,0,0,1.0,F,Risk of Recidivism,0,212,0
Male,25,Caucasian,0,c10,0,0,5,1.0,F,Risk of Recidivism,34,179,1
Female,42,African-American,0,c5,0,0,1,1.0,F,Risk of Recidivism,0,735,0
Male,51,African-American,0,c5,0,0,1,0.0,F,Risk of Recidivism,0,1067,0
Male,26,African-American,0,c7,0,0,7,868.0,F,Risk of Recidivism,0,813,0
Male,31,Other,0,c2,1,0,5,0.0,M,Risk of Recidivism,1,1066,0
Male,34,African-American,0,c8,1,0,9,1389.0,F,Risk of Recidivism,0,1137,0
Male,53,African-American,0,c5,0,0,13,1.0,M,Risk of Recidivism,1,1133,0
Female,43,African-American,0,c7,0,0,6,1.0,F,Risk of Recidivism,0,1168,0
Male,34,African-American,0,c1,0,0,0,3.0,F,Risk of Recidivism,0,746,0
Male,51,African-American,0,c1,0,0,0,1.0,M,Risk of Recidivism,5,820,0
Male,26,Caucasian,0,c4,0,0,1,1.0,M,Risk of Recidivism,0,914,0
Male,47,African-American,0,c6,0,0,5,1.0,F,Risk of Recidivism,1,810,0
Male,22,Caucasian,0,c4,0,1,0,1.0,F,Risk of Recidivism,0,1099,0
Female,36,Caucasian,0,c2,0,0,0,0.0,F,Risk of Recidivism,1,1134,0
Female,36,Hispanic,0,c3,0,0,1,0.0,M,Risk of Recidivism,1,821,0
Male,37,African-American,0,c2,0,0,2,514.0,M,Risk of Recidivism,0,806,0
Male,21,African-American,0,c4,0,0,2,34.0,F,Risk of Recidivism,0,967,0
Male,25,African-American,0,c6,3,1,6,1.0,M,Risk of Recidivism,0,1129,0
Male,27,Hispanic,0,c4,0,0,1,1088.0,F,Risk of Recidivism,0,284,1
Male,33,Caucasian,0,c1,0,0,0,2.0,M,Risk of Recidivism,0,739,0
Male,46,Caucasian,0,c5,0,0,5,65.0,F,Risk of Recidivism,0,1176,0
Female,28,African-American,0,c2,0,0,1,1.0,F,Risk of Recidivism,0,1135,0
Male,28,African-American,1,c5,0,0,5,1.0,F,Risk of Recidivism,0,27,1
Male,20,Caucasian,0,c3,0,0,0,0.0,M,Risk of Recidivism,0,825,0
Male,27,African-American,0,c3,0,0,2,1.0,F,Risk of Recidivism,0,769,0
Female,24,Other,0,c4,0,0,0,1.0,F,Risk of Recidivism,0,750,0
Male,31,Caucasian,0,c9,0,0,8,31.0,M,Risk of Recidivism,0,1121,0
Female,39,African-American,0,c5,0,0,1,121.0,F,Risk of Recidivism,0,7,0
Male,26,African-American,0,c2,0,0,0,1.0,F,Risk of Recidivism,0,1122,0
Male,35,African-American,0,c2,0,0,5,1472.0,F,Risk of Recidivism,0,975,0
Male,55,Hispanic,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,736,0
Female,27,Caucasian,0,c2,0,0,2,430.0,M,Risk of Recidivism,0,843,0
Male,50,Hispanic,0,c1,0,0,5,1.0,F,Risk of Recidivism,3,126,1
Male,56,Caucasian,0,c7,0,0,5,1.0,M,Risk of Recidivism,0,59,0
Female,48,African-American,0,c1,0,0,1,9485.0,F,Risk of Recidivism,0,888,0
Male,21,African-American,0,c9,0,0,1,1.0,F,Risk of Recidivism,1,34,0
Male,35,Caucasian,0,c2,0,0,0,1.0,M,Risk of Recidivism,0,960,0
Male,32,African-American,0,c7,0,0,0,1.0,F,Risk of Recidivism,24,815,0
Male,33,Hispanic,0,c2,0,0,1,90.0,M,Risk of Recidivism,0,798,0
Male,25,African-American,0,c8,0,0,2,96.0,F,Risk of Recidivism,0,760,0
Male,26,African-American,0,c8,0,0,13,122.0,M,Risk of Recidivism,0,31,0
Female,44,Hispanic,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,783,0
Female,47,Hispanic,0,c1,0,0,1,61.0,F,Risk of Recidivism,0,1012,0
Male,49,Caucasian,0,c1,0,0,0,1.0,F,Risk of Recidivism,0,879,0
Female,40,Caucasian,0,c2,0,0,0,0.0,F,Risk of Recidivism,0,866,0
Male,22,African-American,0,c6,0,0,4,12.0,M,Risk of Recidivism,0,800,0
Female,51,Caucasian,0,c1,0,0,1,98.0,F,Risk of Recidivism,0,765,0
Male,49,Caucasian,0,c1,0,0,1,26.0,M,Risk of Recidivism,0,883,0
Male,30,African-American,0,c8,0,1,8,42.0,M,Risk of Recidivism,0,78,1
Male,41,African-American,0,c6,0,3,12,0.0,F,Risk of Recidivism,0,167,1
Male,46,Caucasian,0,c1,0,0,0,1.0,F,Risk of Recidivism,0,808,0
Male,57,African-American,0,c1,0,0,2,4620.0,M,Risk of Recidivism,0,848,0
Female,44,Caucasian,0,c3,0,0,1,31.0,M,Risk of Recidivism,0,847,0
Male,32,African-American,0,c9,0,0,0,1.0,F,Risk of Recidivism,0,7,0
Male,36,African-American,0,c9,0,0,1,1.0,M,Risk of Recidivism,0,1112,0
Male,30,African-American,0,c8,0,0,1,1.0,M,Risk of Recidivism,0,796,0
Male,28,African-American,0,c2,0,0,0,1.0,M,Risk of Recidivism,4,1155,0
Male,29,African-American,1,c10,0,0,8,1.0,F,Risk of Recidivism,6,12,1
Male,21,African-American,0,c5,0,0,1,1.0,M,Risk of Recidivism,15,871,0
Male,23,African-American,1,c8,0,0,5,1.0,F,Risk of Recidivism,0,24,0
Male,27,Other,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,896,0
Male,25,Caucasian,0,c9,0,0,4,30.0,F,Risk of Recidivism,0,968,0
Male,35,Other,0,c5,0,0,2,1.0,F,Risk of Recidivism,0,900,0
Male,35,Hispanic,0,c2,0,0,0,1.0,F,Risk of Recidivism,86,492,1
Female,25,African-American,0,c8,0,0,1,1.0,M,Risk of Recidivism,0,182,1
Male,35,African-American,0,c6,0,0,9,1.0,F,Risk of Recidivism,0,857,0
Male,33,Caucasian,0,c3,0,0,4,321.0,M,Risk of Recidivism,0,1147,0
Male,38,Caucasian,0,c1,0,0,8,21.0,F,Risk of Recidivism,0,987,0
Male,32,African-American,0,c9,0,0,0,1.0,M,Risk of Recidivism,0,958,0
Female,23,African-American,0,c4,0,0,0,1.0,M,Risk of Recidivism,0,919,0
Male,67,African-American,0,c2,0,0,3,799.0,F,Risk of Recidivism,0,1136,0
Male,23,African-American,1,c10,1,2,4,1.0,F,Risk of Recidivism,30,747,0
Female,26,African-American,0,c8,0,0,0,1.0,M,Risk of Recidivism,0,1149,0
Male,24,African-American,0,c3,0,0,1,1.0,F,Risk of Recidivism,0,1176,0
Male,37,African-American,0,c7,0,0,0,1.0,M,Risk of Recidivism,0,1120,0
Male,29,African-American,0,c5,0,0,0,1.0,F,Risk of Recidivism,0,1102,0
Male,34,Other,0,c2,0,0,0,2.0,F,Risk of Recidivism,0,974,0
Male,49,Caucasian,0,c1,0,0,3,1.0,F,Risk of Recidivism,0,733,0
Male,31,African-American,0,c2,0,0,2,1.0,F,Risk of Recidivism,0,1130,0
Male,59,Caucasian,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,751,0
Male,23,African-American,0,c5,0,1,1,1.0,F,Risk of Recidivism,0,1122,0
Male,22,African-American,0,c9,0,0,1,1.0,F,Risk of Recidivism,4,864,0
Male,36,African-American,0,c1,0,0,0,1.0,F,Risk of Recidivism,0,1145,0
Male,31,Caucasian,0,c7,0,0,3,0.0,M,Risk of Recidivism,0,812,0
Female,29,Hispanic,0,c3,0,0,0,3.0,M,Risk of Recidivism,0,1033,0
Male,25,African-American,0,c10,0,0,7,134.0,F,Risk of Recidivism,0,258,0
Male,26,Caucasian,0,c2,0,0,0,1.0,F,Risk of Recidivism,1,841,0
Male,24,African-American,0,c4,0,0,0,1.0,M,Risk of Recidivism,0,1077,0
Male,43,Other,0,c1,0,0,1,3.0,F,Risk of Recidivism,0,767,0
Male,27,African-American,1,c9,2,0,11,1.0,F,Risk of Recidivism,2,794,0
Male,28,Caucasian,0,c4,0,0,4,1.0,F,Risk of Recidivism,189,932,0
Female,33,Other,0,c2,0,0,0,1.0,F,Risk of Recidivism,0,864,0
Male,54,Caucasian,0,c3,0,0,3,1.0,F,Risk of Recidivism,8,258,1
Male,57,Caucasian,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,911,0
Male,30,African-American,0,c2,0,0,2,1.0,F,Risk of Recidivism,15,1038,0
Male,27,Other,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,868,0
Female,31,African-American,0,c8,0,0,4,0.0,F,Risk of Recidivism,1,1078,0
Male,29,Caucasian,0,c3,0,0,0,1.0,F,Risk of Recidivism,0,1131,0
Female,29,Hispanic,0,c2,0,0,0,2.0,M,Risk of Recidivism,0,334,1
Male,33,Hispanic,0,c3,0,0,2,14.0,M,Risk of Recidivism,0,36,0
Male,22,African-American,0,c4,0,0,0,1.0,M,Risk of Recidivism,0,925,0
Male,28,African-American,0,c3,0,0,2,75.0,F,Risk of Recidivism,0,883,1
Male,35,African-American,0,c8,0,0,0,1.0,M,Risk of Recidivism,1,90,1
Male,30,African-American,0,c7,1,0,14,1.0,F,Risk of Recidivism,5,81,0
Female,44,African-American,0,c2,0,0,1,45.0,M,Risk of Recidivism,0,921,0
Female,63,Caucasian,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,1133,0
Male,34,Other,0,c2,0,0,3,1.0,M,Risk of Recidivism,0,774,0
Male,36,Caucasian,0,c8,0,0,0,1.0,F,Risk of Recidivism,36,130,1
Male,21,African-American,0,c8,0,0,0,1.0,F,Risk of Recidivism,0,466,0
Male,23,Caucasian,0,c3,0,0,1,1.0,F,Risk of Recidivism,0,849,0
Male,55,African-American,0,c5,0,0,1,43.0,F,Risk of Recidivism,0,889,0
Male,40,African-American,0,c3,0,0,1,1.0,F,Risk of Recidivism,75,1128,0
Male,30,African-American,0,c5,0,0,3,1.0,M,Risk of Recidivism,1,428,0
Male,41,African-American,0,c5,0,0,1,1.0,M,Risk of Recidivism,1,936,0
Male,56,Caucasian,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,1166,0
Male,61,African-American,0,c2,0,0,14,1.0,M,Risk of Recidivism,0,779,1
Male,31,African-American,2,c6,0,0,6,1.0,F,Risk of Recidivism,25,1181,0
Male,32,African-American,1,c10,0,2,4,435.0,F,Risk of Recidivism,3,974,0
Male,56,Other,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,1166,0
Male,62,African-American,0,c1,0,0,0,0.0,M,Risk of Recidivism,0,799,0
Male,23,Caucasian,0,c5,0,0,0,1.0,M,Risk of Recidivism,0,752,0
Male,25,African-American,0,c4,0,0,1,999.0,F,Risk of Recidivism,0,893,0
Male,53,Other,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,788,0
Male,67,Caucasian,0,c1,0,0,0,0.0,M,Risk of Recidivism,42,1070,0
Male,38,Hispanic,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,1053,0
Male,40,Other,0,c1,0,0,1,1.0,F,Risk of Recidivism,0,544,0
Female,45,Other,0,c1,0,0,1,1.0,F,Risk of Recidivism,1,1038,0
Male,29,African-American,1,c8,0,0,3,1.0,M,Risk of Recidivism,59,62,1
Male,32,Hispanic,0,c2,0,0,0,0.0,M,Risk of Recidivism,0,1145,0
Male,23,African-American,0,c10,0,0,1,1238.0,M,Risk of Recidivism,0,231,0
Female,39,Other,0,c1,0,0,0,1.0,F,Risk of Recidivism,0,1180,0
Male,29,African-American,0,c2,0,0,0,0.0,F,Risk of Recidivism,1,799,0
Male,46,African-American,0,c1,0,0,4,7.0,F,Risk of Recidivism,0,948,0
Male,31,African-American,0,c8,0,0,9,1.0,M,Risk of Recidivism,26,86,1
Male,24,African-American,0,c2,0,0,1,13.0,M,Risk of Recidivism,0,1144,0
Male,28,African-American,0,c1,0,0,1,0.0,F,Risk of Recidivism,0,182,1
Female,24,African-American,0,c6,0,0,0,1.0,M,Risk of Recidivism,0,894,0
Male,29,Other,0,c6,0,0,5,1.0,F,Risk of Recidivism,257,1049,0
Male,28,Hispanic,0,c8,0,0,3,1.0,F,Risk of Recidivism,164,406,1
Male,36,Caucasian,0,c2,0,0,1,2.0,F,Risk of Recidivism,0,743,0
Male,25,African-American,0,c6,0,0,2,0.0,M,Risk of Recidivism,3,52,0
Male,29,Caucasian,0,c1,0,0,0,1.0,F,Risk of Recidivism,14,825,0
Female,26,Caucasian,0,c9,0,0,1,1.0,F,Risk of Recidivism,2,211,0
Male,32,African-American,0,c6,0,0,4,1.0,F,Risk of Recidivism,0,706,1
Male,29,Hispanic,0,c1,0,0,1,1.0,F,Risk of Recidivism,2,860,0
Female,26,Caucasian,0,c3,0,0,0,1.0,F,Risk of Recidivism,0,848,0
Male,45,Hispanic,0,c1,0,0,3,82.0,F,Risk of Recidivism,0,1026,0
Female,46,Caucasian,0,c1,0,0,0,0.0,M,Risk of Recidivism,0,753,0
Male,41,Caucasian,0,c1,0,0,0,1.0,F,Risk of Recidivism,0,1068,0
Female,38,Other,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,1061,0
Female,24,African-American,0,c6,0,0,1,261.0,F,Risk of Recidivism,0,25,1
Male,22,Caucasian,0,c7,0,0,1,1.0,M,Risk of Recidivism,23,939,0
Male,26,Caucasian,0,c6,0,0,7,1.0,M,Risk of Recidivism,68,111,0
Male,30,African-American,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,732,0
Male,34,Caucasian,0,c5,0,0,1,1.0,F,Risk of Recidivism,0,947,0
Male,23,Caucasian,0,c7,0,7,3,1.0,M,Risk of Recidivism,0,820,0
Female,47,Caucasian,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,1094,0
Male,55,Caucasian,0,c1,0,0,2,1.0,M,Risk of Recidivism,12,1049,0
Female,30,Caucasian,0,c5,0,0,5,168.0,F,Risk of Recidivism,0,390,1
Male,30,Hispanic,0,c3,0,0,0,1.0,M,Risk of Recidivism,0,929,0
Male,43,African-American,0,c7,0,0,2,1.0,F,Risk of Recidivism,0,1175,0
Male,45,African-American,0,c8,0,0,38,1.0,F,Risk of Recidivism,120,462,1
Male,30,Hispanic,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,819,0
Female,61,Caucasian,0,c6,0,0,15,10.0,F,Risk of Recidivism,0,862,0
Male,63,African-American,0,c9,0,0,16,910.0,M,Risk of Recidivism,0,928,0
Male,49,Caucasian,0,c1,0,0,0,1.0,F,Risk of Recidivism,0,1131,0
Male,49,African-American,0,c1,0,0,1,1.0,M,Risk of Recidivism,0,45,0
Male,42,African-American,0,c1,0,0,1,0.0,F,Risk of Recidivism,0,1127,0
Male,24,African-American,0,c7,0,0,1,1.0,M,Risk of Recidivism,24,627,0
Male,51,Caucasian,0,c1,0,0,0,1.0,F,Risk of Recidivism,0,955,0
Male,32,Hispanic,0,c5,0,0,6,1.0,M,Risk of Recidivism,8,103,1
Male,28,Caucasian,0,c4,0,0,4,151.0,F,Risk of Recidivism,0,215,1
Male,49,African-American,0,c1,0,0,2,1.0,F,Risk of Recidivism,1,809,0
Male,47,Caucasian,0,c1,0,0,1,42.0,F,Risk of Recidivism,0,885,0
Male,56,Caucasian,0,c2,0,0,1,0.0,F,Risk of Recidivism,35,1112,0
Male,53,Caucasian,0,c4,0,0,8,1.0,M,Risk of Recidivism,4,12,0
Male,27,Other,0,c2,0,0,2,1.0,M,Risk of Recidivism,1,71,1
Male,41,Caucasian,0,c1,0,0,3,1.0,M,Risk of Recidivism,0,1083,0
Male,45,African-American,0,c4,0,0,6,1.0,F,Risk of Recidivism,1,808,0
Male,47,Caucasian,0,c2,0,0,2,494.0,M,Risk of Recidivism,0,1056,0
Female,21,African-American,0,c10,0,0,0,1.0,F,Risk of Recidivism,78,1156,0
Male,27,Caucasian,0,c4,0,1,2,0.0,M,Risk of Recidivism,1,24,0
Male,21,African-American,0,c3,0,0,0,2.0,F,Risk of Recidivism,12,789,0
Male,31,Caucasian,0,c1,0,0,0,1.0,F,Risk of Recidivism,81,1100,0
Female,45,Hispanic,0,c1,0,0,0,1.0,M,Risk of Recidivism,1,1143,0
Male,30,African-American,2,c6,0,0,8,1.0,F,Risk of Recidivism,0,881,1
Male,23,African-American,0,c4,0,0,0,1.0,F,Risk of Recidivism,0,130,0
Male,52,Caucasian,0,c1,0,0,1,1.0,F,Risk of Recidivism,0,82,0
Female,51,African-American,0,c2,0,0,3,1.0,M,Risk of Recidivism,0,848,0
Female,44,African-American,0,c1,0,0,0,0.0,F,Risk of Recidivism,0,933,0
Female,25,Hispanic,0,c4,0,0,0,1.0,F,Risk of Recidivism,0,1089,0
Male,37,Other,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,827,1
Female,34,Caucasian,0,c3,0,0,0,3.0,F,Risk of Recidivism,0,934,0
Male,23,African-American,0,c7,2,1,3,1.0,M,Risk of Recidivism,8,128,0
Male,71,Caucasian,0,c1,0,0,3,1.0,M,Risk of Recidivism,0,502,0
Male,45,Caucasian,0,c1,0,0,2,0.0,M,Risk of Recidivism,0,843,0
Male,29,African-American,0,c1,0,0,0,0.0,M,Risk of Recidivism,1,855,0
Male,26,Caucasian,0,c5,0,0,1,31.0,F,Risk of Recidivism,0,974,0
Male,36,Hispanic,0,c2,0,0,5,2.0,F,Risk of Recidivism,0,421,0
Male,42,Hispanic,0,c1,0,0,1,1.0,F,Risk of Recidivism,52,65,1
Male,21,African-American,0,c5,0,0,0,1.0,M,Risk of Recidivism,2,1097,0
Male,29,Caucasian,0,c1,0,0,2,1.0,M,Risk of Recidivism,0,918,0
Male,54,Caucasian,0,c1,0,0,0,4.0,M,Risk of Recidivism,0,834,0
Female,22,Caucasian,0,c8,0,0,1,241.0,M,Risk of Recidivism,0,963,0
Male,29,Caucasian,0,c3,0,0,1,1.0,M,Risk of Recidivism,0,845,0
Female,25,Hispanic,0,c6,1,2,14,1.0,F,Risk of Recidivism,0,785,0
Male,62,Other,0,c1,0,0,0,1.0,M,Risk of Recidivism,0,956,0
Female,65,Caucasian,0,c1,0,0,1,11.0,F,Risk of Recidivism,0,907,0
Male,31,Caucasian,0,c1,0,0,0,0.0,F,Risk of Recidivism,1,890,0
Male,21,African-American,0,c9,0,0,0,1.0,F,Risk of Recidivism,4,24,0
Male,27,African-American,0,c7,2,0,17,0.0,F,Risk of Recidivism,1,243,1
Male,33,Caucasian,0,c2,0,0,1,1.0,F,Risk of Recidivism,19,1062,0
